,Country,year,life_expectancy
16371,Maldives,1887,32.0
16372,Mali,1887,27.4
16373,Malta,1887,35.7
16374,Marshall Islands,1887,
16375,Mauritania,1887,32.6
16376,Mauritius,1887,27.9
16377,Mexico,1887,27.0
16378,"Micronesia, Fed. Sts.",1887,26.6
16379,Moldova,1887,32.9
16380,Mongolia,1887,31.7
16381,Montenegro,1887,35.6
16382,Morocco,1887,33.4
16383,Mozambique,1887,31.4
16384,Myanmar,1887,30.5
16385,Namibia,1887,33.0
16386,Nepal,1887,33.7
16387,Netherlands,1887,45.0
16388,New Zealand,1887,41.7
16389,Nicaragua,1887,25.8
16390,Niger,1887,31.9
16391,Nigeria,1887,32.2
16392,North Korea,1887,26.6
16393,Norway,1887,51.7
16394,Oman,1887,32.3
16395,Pakistan,1887,27.0
16396,Palestine,1887,32.8
16397,Panama,1887,33.1
16398,Papua New Guinea,1887,32.4
16399,Paraguay,1887,35.9
16400,Peru,1887,35.0
16401,Philippines,1887,31.1
16402,Poland,1887,36.5
16403,Portugal,1887,35.6
16404,Qatar,1887,30.7
16405,Romania,1887,35.7
16406,Russia,1887,33.2
16407,Rwanda,1887,32.1
16408,Samoa,1887,26.2
16409,Sao Tome and Principe,1887,31.3
16410,Saudi Arabia,1887,33.3
16411,Senegal,1887,26.1
16412,Serbia,1887,35.7
16413,Seychelles,1887,41.4
16414,Sierra Leone,1887,26.5
16415,Singapore,1887,34.0
16416,Slovak Republic,1887,36.4
16417,Slovenia,1887,36.5
16418,Solomon Islands,1887,25.1
16419,Somalia,1887,30.5
16420,South Africa,1887,34.0
16421,South Korea,1887,25.9
16422,South Sudan,1887,28.4
16423,Spain,1887,30.8
16424,Sri Lanka,1887,32.7
16425,St. Lucia,1887,28.2
16426,St. Vincent and the Grenadines,1887,26.0
16427,Sudan,1887,31.4
16428,Suriname,1887,33.0
16429,Swaziland,1887,32.7
16430,Sweden,1887,51.4
16431,Switzerland,1887,45.4
16432,Syria,1887,31.6
16433,Tajikistan,1887,24.4
16434,Tanzania,1887,32.9
16435,Thailand,1887,30.6
16436,Timor-Leste,1887,29.5
16437,Togo,1887,31.9
16438,Tonga,1887,28.3
16439,Trinidad and Tobago,1887,38.8
16440,Tunisia,1887,29.4
16441,Turkey,1887,35.5
16442,Turkmenistan,1887,22.7
16443,Uganda,1887,25.4
16444,Ukraine,1887,36.4
16445,United Arab Emirates,1887,31.0
16446,United Kingdom,1887,45.6
16447,United States,1887,43.5
16448,Uruguay,1887,32.9
16449,Uzbekistan,1887,27.4
16450,Vanuatu,1887,24.7
16451,Venezuela,1887,32.4
16452,Vietnam,1887,31.5
16453,Yemen,1887,23.5
16454,Zambia,1887,33.4
16455,Zimbabwe,1887,34.0
16456,Afghanistan,1888,28.5
16457,Albania,1888,35.4
16458,Algeria,1888,29.6
16459,Andorra,1888,
16460,Angola,1888,28.5
16461,Antigua and Barbuda,1888,33.6
16462,Argentina,1888,33.3
16463,Armenia,1888,34.2
16464,Australia,1888,43.6
16465,Austria,1888,36.6
16466,Azerbaijan,1888,29.4
16467,Bahamas,1888,35.1
16468,Bahrain,1888,30.4
16469,Bangladesh,1888,22.6
16470,Barbados,1888,32.5
16471,Belarus,1888,36.1
16472,Belgium,1888,44.9
16473,Belize,1888,26.6
16474,Benin,1888,31.6
16475,Bhutan,1888,30.5
16476,Bolivia,1888,33.6
16477,Bosnia and Herzegovina,1888,35.1
16478,Botswana,1888,33.8
16479,Brazil,1888,32.2
16480,Brunei,1888,29.1
16481,Bulgaria,1888,39.6
16482,Burkina Faso,1888,29.9
16483,Burundi,1888,31.6
16484,Cambodia,1888,35.5
16485,Cameroon,1888,29.4
16486,Canada,1888,45.0
16487,Cape Verde,1888,34.4
16488,Central African Republic,1888,30.8
16489,Chad,1888,32.0
16490,Chile,1888,32.1
16491,China,1888,31.9
16492,Colombia,1888,32.5
16493,Comoros,1888,32.5
16494,"Congo, Dem. Rep.",1888,32.4
16495,"Congo, Rep.",1888,32.2
16496,Costa Rica,1888,30.4
16497,Cote d'Ivoire,1888,32.1
16498,Croatia,1888,36.1
16499,Cuba,1888,43.4
16500,Cyprus,1888,38.3
16501,Czech Republic,1888,35.0
16502,Denmark,1888,46.7
16503,Djibouti,1888,31.1
16504,Dominica,1888,
16505,Dominican Republic,1888,30.5
16506,Ecuador,1888,33.4
16507,Egypt,1888,32.9
16508,El Salvador,1888,28.9
16509,Equatorial Guinea,1888,30.4
16510,Eritrea,1888,30.9
16511,Estonia,1888,41.9
16512,Ethiopia,1888,17.1
16513,Fiji,1888,26.5
16514,Finland,1888,45.1
16515,France,1888,44.2
16516,Gabon,1888,31.2
16517,Gambia,1888,31.2
16518,Georgia,1888,32.2
16519,Germany,1888,40.3
16520,Ghana,1888,28.6
16521,Greece,1888,38.1
16522,Grenada,1888,37.7
16523,Guatemala,1888,25.7
16524,Guinea,1888,31.7
16525,Guinea-Bissau,1888,31.5
16526,Guyana,1888,31.3
16527,Haiti,1888,28.8
16528,Honduras,1888,34.5
16529,Hungary,1888,36.0
16530,Iceland,1888,46.8
16531,India,1888,24.4
16532,Indonesia,1888,30.1
16533,Iran,1888,26.0
16534,Iraq,1888,31.4
16535,Ireland,1888,46.0
16536,Israel,1888,31.9
16537,Italy,1888,36.9
16538,Jamaica,1888,38.6
16539,Japan,1888,37.6
16540,Jordan,1888,31.9
16541,Kazakhstan,1888,26.9
16542,Kenya,1888,26.0
16543,Kiribati,1888,25.2
16544,Kuwait,1888,26.3
16545,Kyrgyz Republic,1888,24.5
16546,Lao,1888,31.4
16547,Latvia,1888,42.3
16548,Lebanon,1888,29.7
16549,Lesotho,1888,33.6
16550,Liberia,1888,32.3
16551,Libya,1888,34.2
16552,Lithuania,1888,36.6
16553,Luxembourg,1888,41.5
16554,"Macedonia, FYR",1888,36.2
16555,Madagascar,1888,31.2
16556,Malawi,1888,30.7
16557,Malaysia,1888,30.6
16558,Maldives,1888,32.0
16559,Mali,1888,27.5
16560,Malta,1888,36.2
16561,Marshall Islands,1888,
16562,Mauritania,1888,32.6
16563,Mauritius,1888,31.5
16564,Mexico,1888,27.0
16565,"Micronesia, Fed. Sts.",1888,26.6
16566,Moldova,1888,32.9
16567,Mongolia,1888,31.7
16568,Montenegro,1888,35.6
16569,Morocco,1888,33.4
16570,Mozambique,1888,31.4
16571,Myanmar,1888,30.5
16572,Namibia,1888,33.0
16573,Nepal,1888,33.7
16574,Netherlands,1888,44.2
16575,New Zealand,1888,42.1
16576,Nicaragua,1888,25.8
16577,Niger,1888,31.9
16578,Nigeria,1888,32.3
16579,North Korea,1888,26.6
16580,Norway,1888,50.4
16581,Oman,1888,32.3
16582,Pakistan,1888,26.6
16583,Palestine,1888,32.8
16584,Panama,1888,33.1
16585,Papua New Guinea,1888,32.5
16586,Paraguay,1888,35.9
16587,Peru,1888,35.0
16588,Philippines,1888,31.1
16589,Poland,1888,36.8
16590,Portugal,1888,35.6
16591,Qatar,1888,30.7
16592,Romania,1888,35.7
16593,Russia,1888,33.1
16594,Rwanda,1888,32.1
16595,Samoa,1888,26.3
16596,Sao Tome and Principe,1888,31.3
16597,Saudi Arabia,1888,33.4
16598,Senegal,1888,26.2
16599,Serbia,1888,35.7
16600,Seychelles,1888,41.7
16601,Sierra Leone,1888,26.5
16602,Singapore,1888,34.0
16603,Slovak Republic,1888,36.4
16604,Slovenia,1888,36.5
16605,Solomon Islands,1888,25.1
16606,Somalia,1888,30.5
16607,South Africa,1888,34.0
16608,South Korea,1888,25.9
16609,South Sudan,1888,28.5
16610,Spain,1888,31.0
16611,Sri Lanka,1888,32.7
16612,St. Lucia,1888,28.2
16613,St. Vincent and the Grenadines,1888,26.0
16614,Sudan,1888,31.4
16615,Suriname,1888,33.0
16616,Swaziland,1888,32.7
16617,Sweden,1888,52.3
16618,Switzerland,1888,46.0
16619,Syria,1888,31.6
16620,Tajikistan,1888,24.6
16621,Tanzania,1888,32.9
16622,Thailand,1888,30.7
16623,Timor-Leste,1888,29.5
16624,Togo,1888,31.9
16625,Tonga,1888,28.3
16626,Trinidad and Tobago,1888,38.8
16627,Tunisia,1888,29.4
16628,Turkey,1888,35.6
16629,Turkmenistan,1888,22.9
16630,Uganda,1888,25.4
16631,Ukraine,1888,36.4
16632,United Arab Emirates,1888,31.0
16633,United Kingdom,1888,46.8
16634,United States,1888,44.0
16635,Uruguay,1888,32.9
16636,Uzbekistan,1888,27.6
16637,Vanuatu,1888,24.7
16638,Venezuela,1888,32.4
16639,Vietnam,1888,31.4
16640,Yemen,1888,23.5
16641,Zambia,1888,33.4
16642,Zimbabwe,1888,34.0
16643,Afghanistan,1889,28.6
16644,Albania,1889,35.4
16645,Algeria,1889,29.6
16646,Andorra,1889,
16647,Angola,1889,28.6
16648,Antigua and Barbuda,1889,33.6
16649,Argentina,1889,33.6
16650,Armenia,1889,34.4
16651,Australia,1889,44.2
16652,Austria,1889,36.8
16653,Azerbaijan,1889,29.6
16654,Bahamas,1889,35.1
16655,Bahrain,1889,30.4
16656,Bangladesh,1889,22.5
16657,Barbados,1889,32.5
16658,Belarus,1889,36.1
16659,Belgium,1889,45.1
16660,Belize,1889,26.6
16661,Benin,1889,31.7
16662,Bhutan,1889,30.6
16663,Bolivia,1889,33.6
16664,Bosnia and Herzegovina,1889,35.1
16665,Botswana,1889,33.8
16666,Brazil,1889,32.2
16667,Brunei,1889,29.1
16668,Bulgaria,1889,39.7
16669,Burkina Faso,1889,29.9
16670,Burundi,1889,31.6
16671,Cambodia,1889,35.5
16672,Cameroon,1889,29.4
16673,Canada,1889,45.1
16674,Cape Verde,1889,34.5
16675,Central African Republic,1889,30.9
16676,Chad,1889,32.0
16677,Chile,1889,32.1
16678,China,1889,31.8
16679,Colombia,1889,32.5
16680,Comoros,1889,32.5
16681,"Congo, Dem. Rep.",1889,32.5
16682,"Congo, Rep.",1889,32.2
16683,Costa Rica,1889,30.4
16684,Cote d'Ivoire,1889,32.1
16685,Croatia,1889,36.0
16686,Cuba,1889,44.0
16687,Cyprus,1889,38.3
16688,Czech Republic,1889,35.0
16689,Denmark,1889,47.8
16690,Djibouti,1889,31.1
16691,Dominica,1889,
16692,Dominican Republic,1889,30.5
16693,Ecuador,1889,33.5
16694,Egypt,1889,32.9
16695,El Salvador,1889,28.9
16696,Equatorial Guinea,1889,30.4
16697,Eritrea,1889,30.9
16698,Estonia,1889,42.1
16699,Ethiopia,1889,5.02
16700,Fiji,1889,26.5
16701,Finland,1889,44.9
16702,France,1889,45.6
16703,Gabon,1889,31.3
16704,Gambia,1889,31.3
16705,Georgia,1889,32.4
16706,Germany,1889,40.6
16707,Ghana,1889,28.6
16708,Greece,1889,38.3
16709,Grenada,1889,37.7
16710,Guatemala,1889,25.7
16711,Guinea,1889,31.8
16712,Guinea-Bissau,1889,31.5
16713,Guyana,1889,31.3
16714,Haiti,1889,28.8
16715,Honduras,1889,34.5
16716,Hungary,1889,36.0
16717,Iceland,1889,52.5
16718,India,1889,24.3
16719,Indonesia,1889,30.1
16720,Iran,1889,26.1
16721,Iraq,1889,31.4
16722,Ireland,1889,46.3
16723,Israel,1889,31.9
16724,Italy,1889,39.0
16725,Jamaica,1889,37.7
16726,Japan,1889,37.6
16727,Jordan,1889,31.9
16728,Kazakhstan,1889,27.1
16729,Kenya,1889,26.0
16730,Kiribati,1889,25.2
16731,Kuwait,1889,26.3
16732,Kyrgyz Republic,1889,24.7
16733,Lao,1889,31.4
16734,Latvia,1889,42.6
16735,Lebanon,1889,29.8
16736,Lesotho,1889,33.7
16737,Liberia,1889,32.4
16738,Libya,1889,34.2
16739,Lithuania,1889,37.0
16740,Luxembourg,1889,42.0
16741,"Macedonia, FYR",1889,36.2
16742,Madagascar,1889,31.3
16743,Malawi,1889,30.7
16744,Malaysia,1889,30.6
16745,Maldives,1889,31.9
16746,Mali,1889,27.6
16747,Malta,1889,36.6
16748,Marshall Islands,1889,
16749,Mauritania,1889,32.6
16750,Mauritius,1889,28.2
16751,Mexico,1889,27.0
16752,"Micronesia, Fed. Sts.",1889,26.6
16753,Moldova,1889,32.9
16754,Mongolia,1889,31.7
16755,Montenegro,1889,35.7
16756,Morocco,1889,33.4
16757,Mozambique,1889,31.5
16758,Myanmar,1889,30.5
16759,Namibia,1889,33.1
16760,Nepal,1889,33.8
16761,Netherlands,1889,44.4
16762,New Zealand,1889,42.5
16763,Nicaragua,1889,25.8
16764,Niger,1889,32.0
16765,Nigeria,1889,32.5
16766,North Korea,1889,26.6
16767,Norway,1889,49.0
16768,Oman,1889,32.3
16769,Pakistan,1889,26.3
16770,Palestine,1889,32.8
16771,Panama,1889,33.2
16772,Papua New Guinea,1889,32.5
16773,Paraguay,1889,35.9
16774,Peru,1889,35.0
16775,Philippines,1889,31.1
16776,Poland,1889,37.1
16777,Portugal,1889,35.6
16778,Qatar,1889,30.7
16779,Romania,1889,35.7
16780,Russia,1889,31.0
16781,Rwanda,1889,32.1
16782,Samoa,1889,26.3
16783,Sao Tome and Principe,1889,31.3
16784,Saudi Arabia,1889,33.5
16785,Senegal,1889,26.2
16786,Serbia,1889,35.7
16787,Seychelles,1889,42.0
16788,Sierra Leone,1889,26.6
16789,Singapore,1889,34.1
16790,Slovak Republic,1889,36.4
16791,Slovenia,1889,36.5
16792,Solomon Islands,1889,25.1
16793,Somalia,1889,30.6
16794,South Africa,1889,34.0
16795,South Korea,1889,25.9
16796,South Sudan,1889,28.6
16797,Spain,1889,31.3
16798,Sri Lanka,1889,32.7
16799,St. Lucia,1889,28.2
16800,St. Vincent and the Grenadines,1889,26.0
16801,Sudan,1889,31.4
16802,Suriname,1889,33.0
16803,Swaziland,1889,32.7
16804,Sweden,1889,52.3
16805,Switzerland,1889,45.1
16806,Syria,1889,31.7
16807,Tajikistan,1889,24.7
16808,Tanzania,1889,32.9
16809,Thailand,1889,30.7
16810,Timor-Leste,1889,29.6
16811,Togo,1889,32.0
16812,Tonga,1889,28.3
16813,Trinidad and Tobago,1889,38.9
16814,Tunisia,1889,29.5
16815,Turkey,1889,35.6
16816,Turkmenistan,1889,23.1
16817,Uganda,1889,25.4
16818,Ukraine,1889,36.4
16819,United Arab Emirates,1889,31.0
16820,United Kingdom,1889,46.3
16821,United States,1889,44.6
16822,Uruguay,1889,32.9
16823,Uzbekistan,1889,27.8
16824,Vanuatu,1889,24.7
16825,Venezuela,1889,32.4
16826,Vietnam,1889,31.4
16827,Yemen,1889,23.5
16828,Zambia,1889,33.4
16829,Zimbabwe,1889,34.0
16830,Afghanistan,1890,28.6
16831,Albania,1890,35.5
16832,Algeria,1890,29.6
16833,Andorra,1890,
16834,Angola,1890,28.7
16835,Antigua and Barbuda,1890,33.6
16836,Argentina,1890,33.9
16837,Armenia,1890,34.5
16838,Australia,1890,44.7
16839,Austria,1890,37.1
16840,Azerbaijan,1890,29.8
16841,Bahamas,1890,35.1
16842,Bahrain,1890,30.4
16843,Bangladesh,1890,22.4
16844,Barbados,1890,32.5
16845,Belarus,1890,36.1
16846,Belgium,1890,44.1
16847,Belize,1890,26.6
16848,Benin,1890,31.7
16849,Bhutan,1890,30.6
16850,Bolivia,1890,33.6
16851,Bosnia and Herzegovina,1890,35.1
16852,Botswana,1890,33.8
16853,Brazil,1890,32.3
16854,Brunei,1890,29.1
16855,Bulgaria,1890,39.7
16856,Burkina Faso,1890,30.0
16857,Burundi,1890,31.6
16858,Cambodia,1890,35.5
16859,Cameroon,1890,29.4
16860,Canada,1890,45.1
16861,Cape Verde,1890,34.5
16862,Central African Republic,1890,30.9
16863,Chad,1890,32.1
16864,Chile,1890,32.1
16865,China,1890,31.8
16866,Colombia,1890,32.5
16867,Comoros,1890,32.6
16868,"Congo, Dem. Rep.",1890,32.5
16869,"Congo, Rep.",1890,32.1
16870,Costa Rica,1890,30.8
16871,Cote d'Ivoire,1890,32.2
16872,Croatia,1890,36.0
16873,Cuba,1890,39.8
16874,Cyprus,1890,38.3
16875,Czech Republic,1890,35.0
16876,Denmark,1890,47.3
16877,Djibouti,1890,31.2
16878,Dominica,1890,
16879,Dominican Republic,1890,30.6
16880,Ecuador,1890,33.5
16881,Egypt,1890,32.9
16882,El Salvador,1890,28.9
16883,Equatorial Guinea,1890,30.5
16884,Eritrea,1890,30.9
16885,Estonia,1890,42.3
16886,Ethiopia,1890,4.01
16887,Fiji,1890,26.5
16888,Finland,1890,44.6
16889,France,1890,43.4
16890,Gabon,1890,31.3
16891,Gambia,1890,31.4
16892,Georgia,1890,32.6
16893,Germany,1890,40.9
16894,Ghana,1890,28.7
16895,Greece,1890,38.5
16896,Grenada,1890,37.7
16897,Guatemala,1890,25.7
16898,Guinea,1890,31.8
16899,Guinea-Bissau,1890,31.5
16900,Guyana,1890,31.3
16901,Haiti,1890,28.8
16902,Honduras,1890,34.5
16903,Hungary,1890,36.0
16904,Iceland,1890,36.6
16905,India,1890,24.4
16906,Indonesia,1890,30.2
16907,Iran,1890,26.1
16908,Iraq,1890,31.5
16909,Ireland,1890,46.5
16910,Israel,1890,31.9
16911,Italy,1890,38.5
16912,Jamaica,1890,34.4
16913,Japan,1890,37.7
16914,Jordan,1890,31.9
16915,Kazakhstan,1890,27.3
16916,Kenya,1890,26.1
16917,Kiribati,1890,8.11
16918,Kuwait,1890,26.3
16919,Kyrgyz Republic,1890,24.9
16920,Lao,1890,31.3
16921,Latvia,1890,42.9
16922,Lebanon,1890,29.8
16923,Lesotho,1890,33.7
16924,Liberia,1890,32.4
16925,Libya,1890,34.3
16926,Lithuania,1890,37.4
16927,Luxembourg,1890,42.5
16928,"Macedonia, FYR",1890,36.2
16929,Madagascar,1890,31.3
16930,Malawi,1890,30.7
16931,Malaysia,1890,30.6
16932,Maldives,1890,31.9
16933,Mali,1890,27.6
16934,Malta,1890,37.1
16935,Marshall Islands,1890,
16936,Mauritania,1890,32.7
16937,Mauritius,1890,27.9
16938,Mexico,1890,27.0
16939,"Micronesia, Fed. Sts.",1890,26.5
16940,Moldova,1890,32.9
16941,Mongolia,1890,31.7
16942,Montenegro,1890,35.7
16943,Morocco,1890,33.4
16944,Mozambique,1890,31.6
16945,Myanmar,1890,30.5
16946,Namibia,1890,33.1
16947,Nepal,1890,33.8
16948,Netherlands,1890,44.4
16949,New Zealand,1890,43.0
16950,Nicaragua,1890,25.9
16951,Niger,1890,32.0
16952,Nigeria,1890,32.5
16953,North Korea,1890,26.7
16954,Norway,1890,48.6
16955,Oman,1890,32.4
16956,Pakistan,1890,25.9
16957,Palestine,1890,32.9
16958,Panama,1890,33.2
16959,Papua New Guinea,1890,32.6
16960,Paraguay,1890,35.9
16961,Peru,1890,34.9
16962,Philippines,1890,31.1
16963,Poland,1890,37.4
16964,Portugal,1890,35.6
16965,Qatar,1890,30.7
16966,Romania,1890,35.7
16967,Russia,1890,29.9
16968,Rwanda,1890,32.1
16969,Samoa,1890,26.4
16970,Sao Tome and Principe,1890,31.3
16971,Saudi Arabia,1890,33.5
16972,Senegal,1890,26.3
16973,Serbia,1890,35.7
16974,Seychelles,1890,42.2
16975,Sierra Leone,1890,26.7
16976,Singapore,1890,34.1
16977,Slovak Republic,1890,36.4
16978,Slovenia,1890,36.5
16979,Solomon Islands,1890,25.1
16980,Somalia,1890,30.7
16981,South Africa,1890,34.1
16982,South Korea,1890,25.9
16983,South Sudan,1890,28.6
16984,Spain,1890,31.6
16985,Sri Lanka,1890,32.7
16986,St. Lucia,1890,28.3
16987,St. Vincent and the Grenadines,1890,26.0
16988,Sudan,1890,31.4
16989,Suriname,1890,33.0
16990,Swaziland,1890,32.7
16991,Sweden,1890,50.5
16992,Switzerland,1890,44.9
16993,Syria,1890,31.7
16994,Tajikistan,1890,24.9
16995,Tanzania,1890,33.0
16996,Thailand,1890,30.7
16997,Timor-Leste,1890,29.6
16998,Togo,1890,32.0
16999,Tonga,1890,28.3
17000,Trinidad and Tobago,1890,38.9
17001,Tunisia,1890,29.5
17002,Turkey,1890,35.6
17003,Turkmenistan,1890,23.3
17004,Uganda,1890,25.5
17005,Ukraine,1890,36.4
17006,United Arab Emirates,1890,31.1
17007,United Kingdom,1890,44.7
17008,United States,1890,45.2
17009,Uruguay,1890,32.9
17010,Uzbekistan,1890,28.0
17011,Vanuatu,1890,24.7
17012,Venezuela,1890,32.4
17013,Vietnam,1890,31.4
17014,Yemen,1890,23.5
17015,Zambia,1890,33.5
17016,Zimbabwe,1890,34.0
17017,Afghanistan,1891,28.7
17018,Albania,1891,35.5
17019,Algeria,1891,29.7
17020,Andorra,1891,
17021,Angola,1891,28.8
17022,Antigua and Barbuda,1891,33.6
17023,Argentina,1891,33.7
17024,Armenia,1891,34.7
17025,Australia,1891,45.2
17026,Austria,1891,37.3
17027,Azerbaijan,1891,30.0
17028,Bahamas,1891,35.0
17029,Bahrain,1891,30.4
17030,Bangladesh,1891,21.3
17031,Barbados,1891,32.5
17032,Belarus,1891,36.0
17033,Belgium,1891,44.1
17034,Belize,1891,26.6
17035,Benin,1891,31.7
17036,Bhutan,1891,30.7
17037,Bolivia,1891,33.7
17038,Bosnia and Herzegovina,1891,35.1
17039,Botswana,1891,33.8
17040,Brazil,1891,32.3
17041,Brunei,1891,29.1
17042,Bulgaria,1891,39.8
17043,Burkina Faso,1891,30.0
17044,Burundi,1891,31.6
17045,Cambodia,1891,35.5
17046,Cameroon,1891,29.5
17047,Canada,1891,45.2
17048,Cape Verde,1891,34.5
17049,Central African Republic,1891,30.9
17050,Chad,1891,32.1
17051,Chile,1891,32.1
17052,China,1891,31.8
17053,Colombia,1891,32.6
17054,Comoros,1891,32.6
17055,"Congo, Dem. Rep.",1891,32.6
17056,"Congo, Rep.",1891,32.1
17057,Costa Rica,1891,31.2
17058,Cote d'Ivoire,1891,32.3
17059,Croatia,1891,36.0
17060,Cuba,1891,35.6
17061,Cyprus,1891,38.3
17062,Czech Republic,1891,35.0
17063,Denmark,1891,46.8
17064,Djibouti,1891,31.3
17065,Dominica,1891,
17066,Dominican Republic,1891,30.6
17067,Ecuador,1891,33.5
17068,Egypt,1891,32.9
17069,El Salvador,1891,28.9
17070,Equatorial Guinea,1891,30.5
17071,Eritrea,1891,30.9
17072,Estonia,1891,42.4
17073,Ethiopia,1891,8.03
17074,Fiji,1891,26.5
17075,Finland,1891,42.5
17076,France,1891,44.1
17077,Gabon,1891,31.3
17078,Gambia,1891,31.6
17079,Georgia,1891,32.7
17080,Germany,1891,41.2
17081,Ghana,1891,28.7
17082,Greece,1891,38.6
17083,Grenada,1891,37.7
17084,Guatemala,1891,25.7
17085,Guinea,1891,31.9
17086,Guinea-Bissau,1891,31.4
17087,Guyana,1891,31.3
17088,Haiti,1891,28.8
17089,Honduras,1891,34.5
17090,Hungary,1891,36.1
17091,Iceland,1891,47.5
17092,India,1891,23.1
17093,Indonesia,1891,30.2
17094,Iran,1891,26.1
17095,Iraq,1891,31.5
17096,Ireland,1891,46.8
17097,Israel,1891,31.9
17098,Italy,1891,38.5
17099,Jamaica,1891,37.4
17100,Japan,1891,37.8
17101,Jordan,1891,31.9
17102,Kazakhstan,1891,27.5
17103,Kenya,1891,26.1
17104,Kiribati,1891,25.3
17105,Kuwait,1891,26.3
17106,Kyrgyz Republic,1891,25.1
17107,Lao,1891,31.3
17108,Latvia,1891,43.3
17109,Lebanon,1891,29.8
17110,Lesotho,1891,33.8
17111,Liberia,1891,32.5
17112,Libya,1891,34.4
17113,Lithuania,1891,37.9
17114,Luxembourg,1891,43.0
17115,"Macedonia, FYR",1891,36.2
17116,Madagascar,1891,31.4
17117,Malawi,1891,30.8
17118,Malaysia,1891,30.6
17119,Maldives,1891,31.9
17120,Mali,1891,27.7
17121,Malta,1891,37.6
17122,Marshall Islands,1891,
17123,Mauritania,1891,32.7
17124,Mauritius,1891,35.1
17125,Mexico,1891,25.8
17126,"Micronesia, Fed. Sts.",1891,26.5
17127,Moldova,1891,32.9
17128,Mongolia,1891,31.7
17129,Montenegro,1891,35.7
17130,Morocco,1891,33.5
17131,Mozambique,1891,31.6
17132,Myanmar,1891,30.5
17133,Namibia,1891,33.1
17134,Nepal,1891,33.9
17135,Netherlands,1891,44.3
17136,New Zealand,1891,43.5
17137,Nicaragua,1891,25.9
17138,Niger,1891,32.1
17139,Nigeria,1891,32.7
17140,North Korea,1891,26.7
17141,Norway,1891,49.8
17142,Oman,1891,32.4
17143,Pakistan,1891,25.5
17144,Palestine,1891,32.9
17145,Panama,1891,33.2
17146,Papua New Guinea,1891,32.6
17147,Paraguay,1891,36.0
17148,Peru,1891,34.9
17149,Philippines,1891,31.1
17150,Poland,1891,37.7
17151,Portugal,1891,35.6
17152,Qatar,1891,30.7
17153,Romania,1891,35.7
17154,Russia,1891,26.4
17155,Rwanda,1891,32.1
17156,Samoa,1891,26.4
17157,Sao Tome and Principe,1891,31.3
17158,Saudi Arabia,1891,33.6
17159,Senegal,1891,26.3
17160,Serbia,1891,35.8
17161,Seychelles,1891,42.5
17162,Sierra Leone,1891,26.8
17163,Singapore,1891,34.1
17164,Slovak Republic,1891,36.4
17165,Slovenia,1891,36.4
17166,Solomon Islands,1891,25.1
17167,Somalia,1891,30.7
17168,South Africa,1891,34.1
17169,South Korea,1891,25.9
17170,South Sudan,1891,28.8
17171,Spain,1891,31.8
17172,Sri Lanka,1891,32.7
17173,St. Lucia,1891,28.3
17174,St. Vincent and the Grenadines,1891,26.0
17175,Sudan,1891,31.4
17176,Suriname,1891,33.0
17177,Swaziland,1891,32.8
17178,Sweden,1891,51.1
17179,Switzerland,1891,44.7
17180,Syria,1891,31.7
17181,Tajikistan,1891,25.1
17182,Tanzania,1891,33.0
17183,Thailand,1891,30.7
17184,Timor-Leste,1891,29.6
17185,Togo,1891,32.0
17186,Tonga,1891,28.3
17187,Trinidad and Tobago,1891,38.9
17188,Tunisia,1891,29.6
17189,Turkey,1891,35.7
17190,Turkmenistan,1891,23.4
17191,Uganda,1891,25.5
17192,Ukraine,1891,36.4
17193,United Arab Emirates,1891,31.1
17194,United Kingdom,1891,44.3
17195,United States,1891,45.6
17196,Uruguay,1891,32.9
17197,Uzbekistan,1891,28.2
17198,Vanuatu,1891,24.8
17199,Venezuela,1891,32.4
17200,Vietnam,1891,31.4
17201,Yemen,1891,23.5
17202,Zambia,1891,33.5
17203,Zimbabwe,1891,34.0
17204,Afghanistan,1892,28.8
17205,Albania,1892,35.5
17206,Algeria,1892,29.7
17207,Andorra,1892,
17208,Angola,1892,28.9
17209,Antigua and Barbuda,1892,33.6
17210,Argentina,1892,33.6
17211,Armenia,1892,34.9
17212,Australia,1892,45.8
17213,Austria,1892,37.8
17214,Azerbaijan,1892,30.2
17215,Bahamas,1892,35.0
17216,Bahrain,1892,30.4
17217,Bangladesh,1892,20.6
17218,Barbados,1892,32.6
17219,Belarus,1892,36.0
17220,Belgium,1892,43.2
17221,Belize,1892,26.6
17222,Benin,1892,31.8
17223,Bhutan,1892,30.8
17224,Bolivia,1892,33.7
17225,Bosnia and Herzegovina,1892,35.1
17226,Botswana,1892,33.8
17227,Brazil,1892,32.3
17228,Brunei,1892,29.0
17229,Bulgaria,1892,39.8
17230,Burkina Faso,1892,30.1
17231,Burundi,1892,31.6
17232,Cambodia,1892,35.6
17233,Cameroon,1892,29.5
17234,Canada,1892,45.5
17235,Cape Verde,1892,34.6
17236,Central African Republic,1892,31.0
17237,Chad,1892,32.2
17238,Chile,1892,32.2
17239,China,1892,31.8
17240,Colombia,1892,32.6
17241,Comoros,1892,32.6
17242,"Congo, Dem. Rep.",1892,32.6
17243,"Congo, Rep.",1892,32.1
17244,Costa Rica,1892,31.6
17245,Cote d'Ivoire,1892,32.3
17246,Croatia,1892,36.0
17247,Cuba,1892,31.4
17248,Cyprus,1892,38.3
17249,Czech Republic,1892,35.0
17250,Denmark,1892,47.5
